cycle,Product ID,L1 Category,OLD,NEW,New-Old RL Qty,#Hub OOS karena WH,# New Hub OOS,Improvement in Hub OOS #,Verdict can we reduce oos potential?,Verdict can we mitigate oos?
1,22385,Alat Kesehatan,12,12,0,6,6,0,No,
1,22421,Susu & Olahan Susu,792,792,0,10,10,0,No,
1,22437,Kebutuhan Cuci Baju,0,0,0,11,11,0,No,
1,22578,Shampoo & Conditioner,24,24,0,16,16,0,No,
1,22581,Makanan & Susu Bayi,120,48,-72,2,5,3,No,
1,22704,Fashion Aksesoris,0,0,0,9,9,0,No,
1,22732,Biskuit,264,408,144,13,9,-4,54.55%,
1,22737,Makanan & Susu Bayi,96,120,24,5,4,-1,25.00%,
1,22777,Snack,150,100,-50,1,2,1,No,
1,22882,Biskuit,18,18,0,17,17,0,No,
1,22886,Kebutuhan Dapur,588,648,60,69,63,-6,10.20%,
1,22927,Snack,1080,990,-90,1,2,1,No,
1,22933,Sarapan,156,156,0,109,109,0,No,
1,22973,Vitamin,18,18,0,5,5,0,No,
1,23148,Kebutuhan Ibu & Bayi,216,240,24,1,1,0,11.11%,
1,23152,Snack,12,36,24,7,3,-4,200.00%,
1,23357,Kebersihan Badan,240,192,-48,12,15,3,No,
1,23455,Perawatan Rumah,1368,1176,-192,14,17,3,No,
1,23567,Alat Tulis Kantor,0,0,0,2,2,0,No,
1,23710,Snack,24,60,36,16,7,-9,150.00%,
1,23711,Snack,0,24,24,13,0,-13,100.00%,Yes
1,23717,Kebutuhan Pokok,0,0,0,1,1,0,No,
1,23924,Perawatan Mulut,0,0,0,17,17,0,No,
1,23991,Snack,0,0,0,1,1,0,No,
1,24046,Fashion Aksesoris,0,0,0,4,4,0,No,
1,24056,,636,660,24,102,99,-3,3.77%,
1,24057,Snack,48,96,48,3,2,-1,100.00%,
1,24117,Susu & Olahan Susu,168,120,-48,1,2,1,No,
1,24118,Susu & Olahan Susu,2198,2480,282,11,10,-1,12.83%,
1,24128,Kebutuhan Cuci Baju,540,594,54,54,50,-4,10.00%,
1,24180,Perawatan Hewan,0,0,0,63,63,0,No,
1,24183,Perawatan Hewan,108,108,0,8,8,0,No,
1,24184,Perawatan Hewan,396,450,54,64,57,-7,13.64%,
1,24211,Perawatan Hewan,144,144,0,15,15,0,No,
1,24446,Perawatan Hewan,108,108,0,10,10,0,No,
1,24512,Kebutuhan Pokok,0,0,0,13,13,0,No,
1,24559,Cokelat,0,0,0,87,87,0,No,
1,24575,Perawatan Rumah,0,0,0,4,4,0,No,
1,24716,Makanan & Susu Bayi,288,0,-288,1,1,0,No,
1,24911,Kebutuhan Ibu & Bayi,0,0,0,6,6,0,No,
1,24958,Perlengkapan Pesta,0,0,0,2,2,0,No,
1,25108,Kebutuhan Cuci Baju,84,96,12,31,28,-3,14.29%,
1,25110,Perawatan Rumah,0,0,0,2,2,0,No,
1,25112,Perawatan Rumah,432,384,-48,36,41,5,No,
1,25115,,12,12,0,4,4,0,No,
1,25123,,72,84,12,79,68,-11,16.67%,
1,25130,Kebutuhan Cuci Baju,0,12,12,35,0,-35,100.00%,Yes
1,25144,Snack,48,48,0,2,2,0,No,
1,25145,Kebutuhan Pokok,88,104,16,68,58,-10,18.18%,
1,25221,Kebutuhan Cuci Baju,450,450,0,58,58,0,No,
1,25273,Snack,0,0,0,7,7,0,No,
1,25275,Snack,0,0,0,13,13,0,No,
1,25276,Snack,64,64,0,43,43,0,No,
1,25278,,36,36,0,1,1,0,No,
1,25329,Bahan Masak & Bumbu,20,0,-20,12,12,0,No,
1,25356,Perawatan Mulut,96,96,0,9,9,0,No,
1,25372,,60,60,0,7,7,0,No,
1,25373,Shampoo & Conditioner,12,12,0,10,10,0,No,
1,25378,Perawatan Mulut,120,96,-24,9,12,3,No,
1,25381,Kebersihan Badan,144,144,0,10,10,0,No,
1,25385,Skincare,48,48,0,10,10,0,No,
1,25390,Kebersihan Wajah,15,15,0,9,9,0,No,
1,25431,Kebutuhan Ibu & Bayi,0,0,0,14,14,0,No,
1,25471,Make Up,24,24,0,45,45,0,No,
1,25502,Obat-obatan,84,120,36,4,3,-1,42.86%,
1,25505,Obat-obatan,0,0,0,7,7,0,No,
1,25520,Perawatan Hewan,0,0,0,66,66,0,No,
1,25525,Perawatan Hewan,12,12,0,12,12,0,No,
1,25526,Perawatan Hewan,120,120,0,30,30,0,No,
1,25528,Perawatan Hewan,72,72,0,22,22,0,No,
1,25535,Perawatan Hewan,0,0,0,39,39,0,No,
1,25537,Perawatan Hewan,0,0,0,5,5,0,No,
1,25538,Perawatan Hewan,48,48,0,45,45,0,No,
1,25541,Perawatan Hewan,96,120,24,9,8,-1,25.00%,
1,25551,,105,120,15,1,1,0,14.29%,
1,25554,Kebutuhan Ibu & Bayi,0,0,0,4,4,0,No,
1,25581,Kebutuhan Ibu & Bayi,60,60,0,2,2,0,No,
1,25617,Alat Kesehatan,0,0,0,2,2,0,No,
1,25650,Perawatan Mulut,84,84,0,2,2,0,No,
1,25668,Tata Rumah,300,300,0,78,78,0,No,
1,25674,Perawatan Rumah,0,0,0,98,98,0,No,
1,25681,Perawatan Rumah,105,105,0,9,9,0,No,
1,25689,Kebutuhan Dapur,72,60,-12,3,4,1,No,
1,25690,Kebutuhan Cuci Baju,0,0,0,1,1,0,No,
1,25691,Kebutuhan Cuci Baju,36,0,-36,27,27,0,No,
1,25693,Kebutuhan Dapur,204,174,-30,3,4,1,No,
1,25694,Kebutuhan Dapur,300,240,-60,2,3,1,No,
1,25717,Kebutuhan Pokok,0,0,0,10,10,0,No,
1,25743,Perawatan Rumah,0,0,0,50,50,0,No,
1,25787,Obat-obatan,0,0,0,28,28,0,No,
1,25846,Kebutuhan Cuci Baju,0,0,0,58,58,0,No,
1,25894,Perawatan Rumah,500,0,-500,11,11,0,No,
1,25895,Perawatan Rumah,200,0,-200,1,1,0,No,
1,26099,,0,16,16,46,0,-46,100.00%,Yes
1,26101,,68,102,34,80,54,-26,50.00%,
1,26106,,68,68,0,27,27,0,No,
1,26125,Kebutuhan Pokok,0,0,0,39,39,0,No,
1,26128,Vitamin,0,0,0,3,3,0,No,
1,26134,Sarapan,60,60,0,35,35,0,No,
1,26135,Sarapan,0,0,0,38,38,0,No,
1,26136,Sarapan,0,0,0,17,17,0,No,
1,26137,Biskuit,36,72,36,16,8,-8,100.00%,
1,26261,Tepung & Bahan Kue,0,0,0,77,77,0,No,
1,26306,Kebutuhan Cuci Baju,24,24,0,3,3,0,No,
1,26307,Kebutuhan Cuci Baju,0,0,0,12,12,0,No,
1,26309,Kebutuhan Cuci Baju,24,24,0,32,32,0,No,
1,26310,,228,228,0,105,105,0,No,
1,26318,Perawatan Diri ,84,84,0,50,50,0,No,
1,26319,Perawatan Diri ,252,216,-36,1,2,1,No,
1,26374,Kebersihan Badan,0,0,0,3,3,0,No,
1,26383,Makanan & Susu Bayi,0,0,0,4,4,0,No,
1,26400,Makanan & Susu Bayi,0,0,0,6,6,0,No,
1,26420,Makanan & Susu Bayi,0,0,0,12,12,0,No,
1,26421,Makanan & Susu Bayi,0,0,0,2,2,0,No,
1,26464,,200,200,0,28,28,0,No,
1,26474,Susu & Olahan Susu,0,0,0,21,21,0,No,
1,26514,Kebutuhan Cuci Baju,231,123,-108,18,34,16,No,
1,26518,Kebutuhan Dapur,42,48,6,7,7,0,14.29%,
1,26519,Perawatan Rumah,66,39,-27,40,68,28,No,
1,26520,Perawatan Rumah,0,0,0,47,47,0,No,
1,26528,Kebutuhan Cuci Baju,60,36,-24,7,12,5,No,
1,26529,Kebutuhan Cuci Baju,72,72,0,40,40,0,No,
1,26543,Alat Kesehatan,0,0,0,56,56,0,No,
1,26837,Bahan Masak & Bumbu,0,0,0,1,1,0,No,
1,26849,Shampoo & Conditioner,0,0,0,9,9,0,No,
1,26850,Shampoo & Conditioner,36,36,0,5,5,0,No,
1,26858,Perawatan Diri ,336,288,-48,1,2,1,No,
1,26859,Tepung & Bahan Kue,0,0,0,4,4,0,No,
1,26945,Makanan & Susu Bayi,0,24,24,12,0,-12,100.00%,Yes
1,26948,Makanan & Susu Bayi,0,0,0,38,38,0,No,
1,26952,Perawatan Diri ,120,120,0,27,27,0,No,
1,26956,Perawatan Diri ,0,0,0,50,50,0,No,
1,26966,Kebutuhan Pokok,0,0,0,50,50,0,No,
1,27163,Permen,0,240,240,2,0,-2,100.00%,Yes
1,27166,Permen,0,0,0,2,2,0,No,
1,27167,Alat Kesehatan,24,24,0,4,4,0,No,
1,27168,Alat Kesehatan,0,0,0,6,6,0,No,
1,27205,Kebutuhan Ibu & Bayi,138,138,0,37,37,0,No,
1,27206,Kebutuhan Ibu & Bayi,594,594,0,35,35,0,No,
1,27214,Snack,10,10,0,1,1,0,No,
1,27254,Sarapan,60,60,0,1,1,0,No,
1,27550,Kebersihan Wajah,0,0,0,1,1,0,No,
1,27616,Perawatan Rumah,420,372,-48,76,86,10,No,
1,27665,Perawatan Hewan,120,120,0,42,42,0,No,
1,27671,Perawatan Hewan,72,72,0,18,18,0,No,
1,27672,Vitamin,0,24,24,89,0,-89,100.00%,Yes
1,27682,Vitamin,0,0,0,45,45,0,No,
1,27733,Elektronik,0,0,0,24,24,0,No,
1,27978,Makanan & Susu Bayi,0,48,48,55,0,-55,100.00%,Yes
1,27979,Makanan & Susu Bayi,48,48,0,25,25,0,No,
1,27980,Makanan & Susu Bayi,0,0,0,8,8,0,No,
1,27981,Makanan & Susu Bayi,0,0,0,13,13,0,No,
1,28083,Make Up,0,0,0,24,24,0,No,
1,28084,Make Up,0,0,0,50,50,0,No,
1,28094,Minuman,600,601,1,5,5,0,0.17%,
1,28095,Minuman,315,360,45,3,3,0,14.29%,
1,28226,Perawatan Hewan,0,48,48,9,0,-9,100.00%,Yes
1,28237,Shampoo & Conditioner,0,0,0,77,77,0,No,
1,28263,Permen,0,0,0,50,50,0,No,
1,28312,,0,0,0,116,116,0,No,
1,28375,Snack,0,0,0,10,10,0,No,
1,28530,Susu & Olahan Susu,600,600,0,35,35,0,No,
1,28576,Biskuit,135,221,86,42,26,-16,63.70%,
1,28577,Biskuit,0,66,66,3,0,-3,100.00%,Yes
1,28579,Kebutuhan Ibu & Bayi,24,24,0,3,3,0,No,
1,28726,Snack,0,0,0,28,28,0,No,
1,28794,Perawatan Rumah,0,24,24,52,0,-52,100.00%,Yes
1,28826,Biskuit,160,160,0,33,33,0,No,
1,28828,Sarapan,0,84,84,88,0,-88,100.00%,Yes
1,28831,Alat Kesehatan,104,88,-16,9,11,2,No,
1,28840,Perawatan Hewan,96,96,0,9,9,0,No,
1,28841,Perawatan Hewan,96,96,0,73,73,0,No,
1,28842,Perawatan Hewan,60,60,0,49,49,0,No,
1,28866,Snack,0,0,0,10,10,0,No,
1,28955,Perawatan Hewan,96,96,0,78,78,0,No,
1,28961,Perawatan Hewan,0,0,0,20,20,0,No,
1,28962,Perawatan Hewan,72,72,0,13,13,0,No,
1,28964,Perawatan Hewan,81,81,0,16,16,0,No,
1,28966,Perawatan Hewan,108,108,0,36,36,0,No,
1,28968,Perawatan Hewan,72,88,16,15,13,-2,22.22%,
1,28970,Perawatan Hewan,68,68,0,28,28,0,No,
1,29180,Perawatan Diri ,240,204,-36,18,22,4,No,
1,29235,,144,144,0,10,10,0,No,
1,29534,Gas & Air Galon,1200,1320,120,45,41,-4,10.00%,
1,29544,Alat Kesehatan,87,149,62,12,8,-4,71.26%,
1,29580,Perawatan Hewan,0,0,0,4,4,0,No,
1,29586,Alat Kesehatan,48,48,0,1,1,0,No,
1,29590,Kebutuhan Cuci Baju,906,804,-102,13,15,2,No,
1,29599,Shampoo & Conditioner,666,594,-72,13,15,2,No,
1,29600,Kebutuhan Ibu & Bayi,288,240,-48,60,72,12,No,
1,29601,Kebutuhan Ibu & Bayi,0,0,0,65,65,0,No,
1,29602,Kebutuhan Ibu & Bayi,36,0,-36,10,10,0,No,
1,29603,Kebersihan Badan,324,300,-24,12,13,1,No,
1,29630,Sarapan,258,258,0,43,43,0,No,
1,29637,Cokelat,0,0,0,24,24,0,No,
1,29647,Perawatan Diri ,0,0,0,88,88,0,No,
1,29661,Kebersihan Badan,0,7,7,28,0,-28,100.00%,Yes
1,29662,Kebersihan Badan,7,15,8,70,33,-37,114.29%,
1,29663,Kebersihan Badan,25,39,14,52,34,-18,56.00%,
1,29715,Kebersihan Wajah,48,48,0,8,8,0,No,
1,29725,,0,144,144,40,0,-40,100.00%,Yes
1,29746,Perawatan Hewan,108,264,156,33,14,-19,144.44%,
1,29813,Perawatan Rumah,0,0,0,60,60,0,No,
1,29886,Biskuit,0,0,0,1,1,0,No,
1,29909,Snack,12,84,72,7,1,-6,600.00%,
1,29920,Sarapan,0,0,0,84,84,0,No,
1,29942,Sarapan,0,0,0,63,63,0,No,
1,30055,Sarapan,144,234,90,82,51,-31,62.50%,
1,30213,Bahan Masak & Bumbu,0,0,0,3,3,0,No,
1,30219,Snack,245,315,70,23,18,-5,28.57%,
1,30410,Snack,0,0,0,41,41,0,No,
1,30443,,312,384,72,115,94,-21,23.08%,
1,30494,Peralatan Dapur,0,0,0,1,1,0,No,
1,30510,Susu & Olahan Susu,0,0,0,7,7,0,No,
1,30527,,700,700,0,10,10,0,No,
1,30542,Bahan Masak & Bumbu,0,144,144,51,0,-51,100.00%,Yes
1,30544,Obat-obatan,0,0,0,3,3,0,No,
1,30547,Vitamin,0,0,0,7,7,0,No,
1,30589,Bahan Masak & Bumbu,24,24,0,17,17,0,No,
1,30599,Sarapan,0,0,0,3,3,0,No,
1,30728,Snack,0,0,0,1,1,0,No,
1,30762,Cokelat,0,0,0,203,203,0,No,
1,30767,Kebersihan Badan,156,180,24,82,72,-10,15.38%,
1,30817,Biskuit,0,0,0,66,66,0,No,
1,30879,Kebersihan Badan,24,24,0,28,28,0,No,
1,30891,Kebutuhan Ibu & Bayi,24,24,0,1,1,0,No,
1,31018,Snack,0,0,0,1,1,0,No,
1,31020,Snack,0,0,0,12,12,0,No,
1,31021,Snack,96,84,-12,1,2,1,No,
1,31024,Kebutuhan Pokok,1220,1220,0,69,69,0,No,
1,31026,,0,0,0,104,104,0,No,
1,31108,Snack,0,24,24,46,0,-46,100.00%,Yes
1,31109,Snack,0,24,24,28,0,-28,100.00%,Yes
1,31210,Perawatan Hewan,144,192,48,5,4,-1,33.33%,
1,31216,Skincare,12,12,0,13,13,0,No,
1,31232,Kebersihan Wajah,48,48,0,1,1,0,No,
1,31273,Susu & Olahan Susu,0,0,0,45,45,0,No,
1,31285,Sarapan,350,350,0,28,28,0,No,
1,31311,Skincare,14,17,3,4,4,0,21.43%,
1,31372,Snack,100,100,0,33,33,0,No,
1,31373,Snack,200,200,0,6,6,0,No,
1,31374,Snack,20,30,10,27,18,-9,50.00%,
1,31384,Obat-obatan,156,156,0,11,11,0,No,
1,31387,Obat-obatan,12,12,0,7,7,0,No,
1,31395,Kebutuhan Cuci Baju,312,432,120,5,4,-1,38.46%,
1,31400,Bahan Masak & Bumbu,0,0,0,3,3,0,No,
1,31423,Kebutuhan Cuci Baju,0,0,0,1,1,0,No,
1,31428,Kebutuhan Cuci Baju,196,172,-24,2,3,1,No,
1,31432,Vitamin,0,0,0,3,3,0,No,
1,31437,Kebutuhan Cuci Baju,84,72,-12,2,3,1,No,
1,31438,Kebutuhan Cuci Baju,114,102,-12,23,26,3,No,
1,31439,,144,144,0,140,140,0,No,
1,31441,Perawatan Diri ,72,72,0,1,1,0,No,
1,31483,Perawatan Hewan,120,144,24,8,7,-1,20.00%,
1,31486,Perawatan Hewan,72,72,0,27,27,0,No,
1,31603,Biskuit,0,0,0,30,30,0,No,
1,31605,Biskuit,24,112,88,10,3,-7,366.67%,
1,31671,Skincare,12,22,10,3,2,-1,83.33%,
1,31706,Susu & Olahan Susu,0,0,0,2,2,0,No,
1,31735,Perawatan Rumah,80,80,0,27,27,0,No,
1,31740,Perawatan Rumah,0,0,0,8,8,0,No,
1,31867,Snack,80,670,590,3,1,-2,737.50%,
1,31868,Snack,0,230,230,4,0,-4,100.00%,Yes
1,31870,Snack,10,340,330,22,1,-21,3300.00%,
1,31871,Snack,0,330,330,14,0,-14,100.00%,Yes
1,31884,Susu & Olahan Susu,24,288,264,19,2,-17,1100.00%,
1,31903,Perawatan Rumah,96,192,96,50,25,-25,100.00%,
1,31910,Perawatan Rumah,0,0,0,7,7,0,No,
1,31951,Fashion Aksesoris,0,0,0,3,3,0,No,
1,31957,Fashion Aksesoris,0,0,0,1,1,0,No,
1,31985,Perawatan Rumah,0,0,0,60,60,0,No,
1,32036,Gas & Air Galon,0,919,919,5,0,-5,100.00%,Yes
1,32054,Produk 21+,309,309,0,4,4,0,No,
1,32066,Bahan Masak & Bumbu,120,240,120,48,24,-24,100.00%,
1,32068,Bahan Masak & Bumbu,240,600,360,65,26,-39,150.00%,
1,32083,Kebutuhan Ibu & Bayi,0,0,0,30,30,0,No,
1,32084,Kebutuhan Ibu & Bayi,24,24,0,6,6,0,No,
1,32085,Vitamin,0,0,0,53,53,0,No,
1,32091,Vitamin,0,60,60,3,0,-3,100.00%,Yes
1,32098,Fashion Aksesoris,328,138,-190,3,8,5,No,
1,32107,Bahan Masak & Bumbu,50,50,0,6,6,0,No,
1,32112,Sarapan,0,0,0,32,32,0,No,
1,32147,Perawatan Rumah,180,300,120,6,4,-2,66.67%,
1,32178,Minuman,0,0,0,24,24,0,No,
1,32194,Minuman,0,0,0,70,70,0,No,
1,32195,Minuman,0,0,0,21,21,0,No,
1,32196,Minuman,0,0,0,28,28,0,No,
1,32229,Snack,32,32,0,2,2,0,No,
1,32239,Bahan Masak & Bumbu,0,0,0,22,22,0,No,
1,32244,Minuman,125,96,-29,30,40,10,No,
1,32398,Bahan Masak & Bumbu,0,24,24,6,0,-6,100.00%,Yes
1,32417,Susu & Olahan Susu,0,0,0,66,66,0,No,
1,32549,,0,0,0,3,3,0,No,
1,32598,Susu & Olahan Susu,0,0,0,12,12,0,No,
1,32606,Obat-obatan,480,396,-84,4,5,1,No,
1,32619,Perawatan Hewan,0,0,0,14,14,0,No,
1,32715,Bahan Masak & Bumbu,36,36,0,23,23,0,No,
1,32735,Snack,0,0,0,56,56,0,No,
1,32738,Bahan Masak & Bumbu,0,0,0,4,4,0,No,
1,32746,Perawatan Diri ,96,96,0,58,58,0,No,
1,32747,Perawatan Diri ,24,24,0,38,38,0,No,
1,32749,Perawatan Rumah,144,144,0,1,1,0,No,
1,32816,Obat-obatan,150,0,-150,1,1,0,No,
1,32834,Perawatan Mulut,48,144,96,6,2,-4,200.00%,
1,32836,Kebersihan Badan,48,48,0,13,13,0,No,
1,32840,Perawatan Diri ,0,0,0,5,5,0,No,
1,32841,Perawatan Diri ,0,0,0,23,23,0,No,
1,32842,Perawatan Diri ,0,0,0,51,51,0,No,
1,32843,Perawatan Diri ,0,0,0,75,75,0,No,
1,32844,Perawatan Diri ,0,0,0,9,9,0,No,
1,32883,Susu & Olahan Susu,0,0,0,8,8,0,No,
1,32984,Sarapan,0,16,16,23,0,-23,100.00%,Yes
1,32986,Sarapan,0,32,32,13,0,-13,100.00%,Yes
1,32993,Bahan Masak & Bumbu,612,612,0,4,4,0,No,
1,32998,Obat-obatan,156,132,-24,52,62,10,No,
1,33082,Vitamin,0,0,0,34,34,0,No,
1,33084,Bahan Masak & Bumbu,0,0,0,4,4,0,No,
1,33085,Vitamin,0,0,0,7,7,0,No,
1,33156,Susu & Olahan Susu,0,0,0,2,2,0,No,
1,33277,Bahan Masak & Bumbu,0,0,0,70,70,0,No,
1,33304,Bahan Masak & Bumbu,60,0,-60,73,73,0,No,
1,33372,Obat-obatan,0,0,0,18,18,0,No,
1,33386,Kebutuhan Ibu & Bayi,15,20,5,4,3,-1,33.33%,
1,33394,Vitamin,120,160,40,8,6,-2,33.33%,
1,33514,Kebutuhan Pokok,0,0,0,4,4,0,No,
1,33657,Perawatan Rumah,588,588,0,3,3,0,No,
1,33685,Biskuit,160,160,0,11,11,0,No,
1,33736,Fashion Aksesoris,600,200,-400,31,93,62,No,
1,33737,Fashion Aksesoris,200,100,-100,1,2,1,No,
1,33738,Fashion Aksesoris,300,200,-100,63,95,32,No,
1,33742,Alat Kesehatan,120,108,-12,23,26,3,No,
1,33746,Obat-obatan,48,0,-48,2,2,0,No,
1,33756,Kebersihan Wajah,48,48,0,5,5,0,No,
1,33787,Cokelat,0,0,0,203,203,0,No,
1,33855,Alat Tulis Kantor,58,0,-58,2,2,0,No,
1,33856,Alat Tulis Kantor,0,0,0,33,33,0,No,
1,33878,Produk 21+,40,45,5,1,1,0,12.50%,
1,33883,Produk 21+,0,10,10,74,0,-74,100.00%,Yes
1,33884,Produk 21+,0,3,3,34,0,-34,100.00%,Yes
1,33937,Susu & Olahan Susu,66,138,72,147,71,-76,109.09%,
1,33957,Obat-obatan,0,0,0,57,57,0,No,
1,33958,Obat-obatan,0,0,0,3,3,0,No,
1,33959,Obat-obatan,0,0,0,1,1,0,No,
1,33960,Obat-obatan,2,8,6,2,1,-1,300.00%,
1,33975,Produk 21+,480,480,0,119,119,0,No,
1,34014,Obat-obatan,21,21,0,2,2,0,No,
1,34031,Minuman,0,12,12,16,0,-16,100.00%,Yes
1,34062,Skincare,0,30,30,6,0,-6,100.00%,Yes
1,34065,Skincare,0,0,0,2,2,0,No,
1,34066,Skincare,0,0,0,40,40,0,No,
1,34070,,48,48,0,26,26,0,No,
1,34128,Tata Rumah,48,48,0,2,2,0,No,
1,34161,Vitamin,0,0,0,1,1,0,No,
1,34162,Vitamin,30,30,0,10,10,0,No,
1,34205,Obat-obatan,0,0,0,4,4,0,No,
1,34268,Permen,576,0,-576,119,119,0,No,
1,34269,Permen,576,288,-288,58,116,58,No,
1,34270,Permen,288,0,-288,74,74,0,No,
1,34276,Kebersihan Wajah,120,120,0,26,26,0,No,
1,34277,Kebersihan Wajah,120,120,0,17,17,0,No,
1,34339,Cokelat,0,0,0,134,134,0,No,
1,34352,Makanan & Susu Bayi,0,0,0,12,12,0,No,
1,34353,Makanan & Susu Bayi,0,0,0,17,17,0,No,
1,34414,Susu & Olahan Susu,0,0,0,53,53,0,No,
1,34418,Biskuit,0,0,0,37,37,0,No,
1,34423,Kebutuhan Ibu & Bayi,0,0,0,80,80,0,No,
1,34455,Alat Tulis Kantor,0,0,0,11,11,0,No,
1,34468,Alat Tulis Kantor,0,0,0,9,9,0,No,
1,34478,Alat Tulis Kantor,0,0,0,19,19,0,No,
1,34479,Alat Tulis Kantor,0,0,0,3,3,0,No,
1,34489,Snack,144,360,216,98,40,-58,150.00%,
1,34528,Sarapan,0,0,0,84,84,0,No,
1,34529,Perawatan Rumah,0,0,0,53,53,0,No,
1,34531,Perawatan Rumah,0,0,0,13,13,0,No,
1,34532,Perawatan Rumah,0,120,120,101,0,-101,100.00%,Yes
1,34533,Perawatan Rumah,0,0,0,11,11,0,No,
1,34561,Perawatan Hewan,35,50,15,18,13,-5,42.86%,
1,34562,,60,106,46,55,32,-23,76.67%,
1,34575,Perawatan Rumah,420,240,-180,1,2,1,No,
1,34596,Make Up,0,24,24,27,0,-27,100.00%,Yes
1,34597,Make Up,0,0,0,32,32,0,No,
1,34598,Make Up,0,0,0,14,14,0,No,
1,34701,Produk 21+,40,40,0,5,5,0,No,
1,34708,,12,36,24,28,10,-18,200.00%,
1,34712,Snack,0,0,0,22,22,0,No,
1,34722,Kebutuhan Ibu & Bayi,48,48,0,3,3,0,No,
1,34730,Permen,144,144,0,13,13,0,No,
1,34739,Make Up,24,24,0,9,9,0,No,
1,34752,Shampoo & Conditioner,0,0,0,2,2,0,No,
1,34776,Make Up,0,0,0,35,35,0,No,
1,34779,Biskuit,48,72,24,39,26,-13,50.00%,
1,34838,Biskuit,24,72,48,115,39,-76,200.00%,
1,34876,Kebersihan Wajah,0,0,0,5,5,0,No,
1,34889,Perawatan Diri ,108,108,0,31,31,0,No,
1,34890,Perawatan Diri ,120,132,12,16,15,-1,10.00%,
1,34928,,24,24,0,6,6,0,No,
1,34935,HP & Gadget,0,0,0,1,1,0,No,
1,34948,Vitamin,0,0,0,97,97,0,No,
1,34949,Vitamin,41,41,0,14,14,0,No,
1,34950,,0,0,0,196,196,0,No,
1,34951,,0,0,0,196,196,0,No,
1,34989,Skincare,264,264,0,189,189,0,No,
1,34990,Skincare,432,432,0,203,203,0,No,
1,35040,Shampoo & Conditioner,60,60,0,36,36,0,No,
1,35044,Kebersihan Badan,72,72,0,13,13,0,No,
1,35045,Shampoo & Conditioner,50,50,0,5,5,0,No,
1,35063,Sarapan,48,144,96,16,6,-10,200.00%,
1,35139,Make Up,0,0,0,1,1,0,No,
1,35164,Kebutuhan Ibu & Bayi,48,0,-48,2,2,0,No,
1,35187,Biskuit,240,240,0,59,59,0,No,
1,35188,Biskuit,0,0,0,42,42,0,No,
1,35260,Vitamin,0,0,0,6,6,0,No,
1,35265,Perawatan Diri ,24,24,0,22,22,0,No,
1,35267,Perawatan Diri ,0,0,0,6,6,0,No,
1,35289,Snack,0,0,0,78,78,0,No,
1,35291,Snack,0,0,0,17,17,0,No,
1,35332,Snack,0,0,0,7,7,0,No,
1,35342,Obat-obatan,0,0,0,47,47,0,No,
1,35344,Obat-obatan,0,0,0,3,3,0,No,
1,35363,Susu & Olahan Susu,0,0,0,8,8,0,No,
1,35372,Kids Selection,0,36,36,23,0,-23,100.00%,Yes
1,35384,Minuman,0,0,0,25,25,0,No,
1,35391,Kebutuhan Pokok,1296,1296,0,2,2,0,No,
1,35426,Makanan & Susu Bayi,0,0,0,1,1,0,No,
1,35428,Makanan & Susu Bayi,0,0,0,26,26,0,No,
1,35429,Makanan & Susu Bayi,0,0,0,27,27,0,No,
1,35430,Makanan & Susu Bayi,0,0,0,12,12,0,No,
1,35431,Makanan & Susu Bayi,0,0,0,2,2,0,No,
1,35432,Makanan & Susu Bayi,0,0,0,17,17,0,No,
1,35435,Makanan & Susu Bayi,0,0,0,4,4,0,No,
1,35459,Susu & Olahan Susu,72,48,-24,4,6,2,No,
1,35461,Susu & Olahan Susu,72,48,-24,13,20,7,No,
1,35549,Shampoo & Conditioner,0,0,0,1,1,0,No,
1,35550,Shampoo & Conditioner,24,24,0,20,20,0,No,
1,35552,Tepung & Bahan Kue,0,24,24,103,0,-103,100.00%,Yes
1,35766,Sarapan,36,36,0,21,21,0,No,
1,35771,,120,80,-40,14,21,7,No,
1,35772,Permen,216,144,-72,1,2,1,No,
1,35796,Obat-obatan,36,36,0,7,7,0,No,
1,35800,Perawatan Rumah,78,66,-12,17,21,4,No,
1,35801,,378,408,30,85,79,-6,7.94%,
1,35802,Kebutuhan Cuci Baju,30,12,-18,5,13,8,No,
1,35803,Kebutuhan Cuci Baju,192,174,-18,33,37,4,No,
1,35806,Kebutuhan Dapur,240,204,-36,8,10,2,No,
1,35807,Shampoo & Conditioner,15,9,-6,4,7,3,No,
1,35808,Perawatan Mulut,42,29,-13,17,25,8,No,
1,35824,Make Up,0,0,0,99,99,0,No,
1,35825,Make Up,3,3,0,169,169,0,No,
1,35826,Make Up,0,0,0,129,129,0,No,
1,35827,Make Up,0,0,0,28,28,0,No,
1,35828,Make Up,0,0,0,78,78,0,No,
1,35846,Kebutuhan Pokok,420,960,540,4,2,-2,128.57%,
1,35847,Kebutuhan Pokok,120,80,-40,25,38,13,No,
1,35849,Susu & Olahan Susu,48,96,48,5,3,-2,100.00%,
1,35918,Perawatan Diri ,224,58,-166,17,66,49,No,
1,36207,,0,48,48,51,0,-51,100.00%,Yes
1,36208,Minuman,0,12,12,4,0,-4,100.00%,Yes
1,36209,Minuman,0,12,12,58,0,-58,100.00%,Yes
1,36210,,0,0,0,52,52,0,No,
1,36224,Obat-obatan,0,0,0,47,47,0,No,
1,36227,Obat-obatan,0,0,0,7,7,0,No,
